Cust_ID,Comment,Target,Service_flag,CustType_flag,Contact_flag,new_flag,Choice_flag,Loyal_Status,Comp_card_flag,AcctType_flag,Contact_Flag2,HQ_flag,Multi_flag,NewCust_Flag
193,most of the time it is easier to find a parking place at any given time and you have a set down restaurant to eat in and no subway to deal with                                                                                                                                                             .the double and triple points rewards                                                                                                                                                                                                                                                                        .prices always higher and service has bever been good                                                                                                                                                                                                                                                        .you can only use the points you get at their e-store,0,2,2,1,2,1,1,0,0,0,0,0,0
196,showers and drinks                                                                                                                                                                                                                                                                                          .points are always there never expire                                                                                                                                                                                                                                                                        .compT to dirty                                                                                                                                                                                                                                                                                              .,0,2,2,1,1,1,1,0,0,0,0,0,0
197,rewards card                                                                                                                                                                                                                                                                                                .double points                                                                                                                                                                                                                                                                                               .many reasons                                                                                                                                                                                                                                                                                                .,1,2,2,2,1,1,3,0,0,0,0,0,0
198,thick styrafoam cups for soft drinks.  Ice lasts all day an 99 cents for a 44 ounce                                                                                                                                                                                                                         .points stay on the card until you use them                                                                                                                                                                                                                                                                  .always dirty                                                                                                                                                                                                                                                                                                .,0,2,2,1,1,1,1,0,0,0,0,0,0
2,.rewards                                                                                                                                                                                                                                                                                                     .outdated                                                                                                                                                                                                                                                                                                    .,1,2,1,2,1,2,3,0,0,0,0,0,0
20,"price, accesibility, cleanliness                                                                                                                                                                                                                                                                            .sometimes pays for food with points                                                                                                                                                                                                                                                                         .cuz they treated me with disrespect once to many times                                                                                                                                                                                                                                                      .changing their cards",1,2,2,1,1,1,3,0,0,0,0,0,0
203,sells beer                                                                                                                                                                                                                                                                                                  .free drinks                                                                                                                                                                                                                                                                                                 .crowded                                                                                                                                                                                                                                                                                                     .expires,1,2,1,1,2,1,3,0,0,0,0,0,0
205,easy access.  Quick productxing                                                                                                                                                                                                                                                                             .                                                                                                                                                                                                                                                                                                            .their prices for food and services                                                                                                                                                                                                                                                                          .no card is worst when you benefit,0,2,2,1,2,1,3,0,0,0,0,0,0
206,clean                                                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .slow                                                                                                                                                                                                                                                                                                        .,1,2,2,2,2,1,2,0,0,0,0,0,0
207,parking                                                                                                                                                                                                                                                                                                     .use for anything                                                                                                                                                                                                                                                                                            .no room                                                                                                                                                                                                                                                                                                     .cant use in store,1,2,1,2,2,2,1,0,0,0,0,0,0
209,"clean, inside and out                                                                                                                                                                                                                                                                                       .selection of products                                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .less to chose from",0,1,1,1,2,1,1,0,0,0,0,0,0
21,PDCA card                                                                                                                                                                                                                                                                                                   .                                                                                                                                                                                                                                                                                                            .iron skittle dishes                                                                                                                                                                                                                                                                                         .,0,2,2,2,2,1,3,0,0,0,0,0,0
210,quick productx stop                                                                                                                                                                                                                                                                                         .                                                                                                                                                                                                                                                                                                            .customer service                                                                                                                                                                                                                                                                                            .shower,1,2,1,1,2,1,3,0,0,0,0,0,0
211,you have low sulfur productx compy didn't have                                                                                                                                                                                                                                                              .anything                                                                                                                                                                                                                                                                                                    .bad service                                                                                                                                                                                                                                                                                                 .nothing,1,2,2,1,2,1,3,0,0,0,0,0,0
213,"price, truck runs better, clean                                                                                                                                                                                                                                                                             .more reward points                                                                                                                                                                                                                                                                                          .not clean, not courteous                                                                                                                                                                                                                                                                                    .you lose point",1,2,2,1,2,1,1,0,0,0,0,0,0
214,short productx lines                                                                                                                                                                                                                                                                                        .can use each item and platinum account unlimited showers/drinks                                                                                                                                                                                                                                             .does not take comdata                                                                                                                                                                                                                                                                                       .no special for platinum use,1,2,2,1,1,1,1,0,0,0,0,0,0
215,user friendly                                                                                                                                                                                                                                                                                               .convenient                                                                                                                                                                                                                                                                                                  .congested                                                                                                                                                                                                                                                                                                   .not many benefits,0,2,1,1,2,1,1,0,0,1,0,0,1
216,its close to home and I like the people there                                                                                                                                                                                                                                                               .it starts the productx pump                                                                                                                                                                                                                                                                                 .I don’t care for their restaurants                                                                                                                                                                                                                                                                          .,1,2,2,1,2,1,3,0,0,0,0,0,0
217,full service restaurant                                                                                                                                                                                                                                                                                     .promotions with double points                                                                                                                                                                                                                                                                               .no such discount                                                                                                                                                                                                                                                                                            .showers must be taken off card manually,0,1,2,1,2,1,1,0,0,0,0,0,0
22,TV room big parking lot                                                                                                                                                                                                                                                                                     .shop in store                                                                                                                                                                                                                                                                                               .                                                                                                                                                                                                                                                                                                            .on line only,1,2,1,1,2,2,1,0,0,0,0,0,0
220,the people are friendly and care about me                                                                                                                                                                                                                                                                   .1000 quantps free showers and drink refills for the next month                                                                                                                                                                                                                                              .bad attitudes                                                                                                                                                                                                                                                                                               .,1,2,2,1,2,1,1,0,0,0,0,1,0
221,"clean, courteous                                                                                                                                                                                                                                                                                            .more days for showers to ?                                                                                                                                                                                                                                                                                  .too busy. Don’t care for customers                                                                                                                                                                                                                                                                          .the showers run out expire @ ?",0,2,2,1,2,1,3,0,1,0,0,0,0
223,locations                                                                                                                                                                                                                                                                                                   .in store products                                                                                                                                                                                                                                                                                           .getting in and out                                                                                                                                                                                                                                                                                          .traffic,1,2,2,1,1,1,2,0,0,0,0,0,0
225,the people                                                                                                                                                                                                                                                                                                  .its where I stop                                                                                                                                                                                                                                                                                            .takes too much time to make purchase                                                                                                                                                                                                                                                                        .,1,2,1,1,2,2,1,0,0,0,0,0,0
228,productxer points good for store merch.                                                                                                                                                                                                                                                                     .good for store merch.                                                                                                                                                                                                                                                                                       .prices                                                                                                                                                                                                                                                                                                      .good for showers only and turning on pump,1,2,2,1,2,1,1,0,0,0,0,0,0
229,"locations, price, access                                                                                                                                                                                                                                                                                    .                                                                                                                                                                                                                                                                                                            .PR                                                                                                                                                                                                                                                                                                          .",1,2,1,2,2,1,1,0,0,0,0,0,0
23,clean convenient                                                                                                                                                                                                                                                                                            .store productx                                                                                                                                                                                                                                                                                              .                                                                                                                                                                                                                                                                                                            .?,1,1,2,2,2,1,2,0,0,0,0,0,0
231,"I can call a phone number, identify potential productxing location, and get current cost plus productx pricing                                                                                                                                                                                              .its not the card that is so good; but ways to get points (maintenance as well as productx) and places to use points (restaurants)                                                                                                                                                                           .soldom clean                                                                                                                                                                                                                                                                                                .",0,2,2,1,2,1,1,0,0,0,0,0,0
232,good quality                                                                                                                                                                                                                                                                                                .customer is given fair points: good system                                                                                                                                                                                                                                                                  .poor quality unclean store                                                                                                                                                                                                                                                                                  .headache to reedem points,1,1,2,1,2,1,1,0,0,0,0,0,0
233,restaurants                                                                                                                                                                                                                                                                                                 .they mail point redemers and have restaurants                                                                                                                                                                                                                                                               .small                                                                                                                                                                                                                                                                                                       .,0,2,2,2,2,1,1,0,0,0,0,0,0
234,Mercev has worked out a cost plus price with compT and competitor compx                                                                                                                                                                                                                                     .can use points for anything in store or shop                                                                                                                                                                                                                                                                .                                                                                                                                                                                                                                                                                                            .can only use in restaurant or online order,0,1,2,1,2,1,1,0,0,1,0,0,1
235,"at ""compx"" I can write checks without paying annual fee                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .",0,2,2,1,2,1,1,0,0,0,0,0,0
238,better people and I can find whatever I need fast                                                                                                                                                                                                                                                           .use your points whenever I wont                                                                                                                                                                                                                                                                             .                                                                                                                                                                                                                                                                                                            .,1,1,2,1,2,1,3,0,0,0,0,0,0
239,easy in and out                                                                                                                                                                                                                                                                                             .easy redemption of points                                                                                                                                                                                                                                                                                   .no customer service                                                                                                                                                                                                                                                                                         .mail it to you,1,1,2,1,2,1,1,0,0,0,0,0,0
241,"better attitude, cleaner places, better services                                                                                                                                                                                                                                                            .showers credits and coffee credits                                                                                                                                                                                                                                                                          .attitude                                                                                                                                                                                                                                                                                                    .you have to register to get it",1,2,1,1,2,1,1,0,0,0,0,0,0
242,"shorter productx lines, soapy water to clean winsheild, better toilet paper                                                                                                                                                                                                                                 .free drink with fill up.  Month to month to get free drink and shower for month.  No kiosk to get coupon to use points use loyalty card like credit card                                                                                                                                                    .long lines                                                                                                                                                                                                                                                                                                  .no free drink.  Have to get coupon to use points.  One year to get premium rewards",1,1,2,1,2,1,1,0,0,0,0,0,0
243,customer service                                                                                                                                                                                                                                                                                            .getting points when you want                                                                                                                                                                                                                                                                                .customer service                                                                                                                                                                                                                                                                                            .conditions on point usage,1,1,2,1,1,1,1,0,0,0,0,0,0
244,convenience                                                                                                                                                                                                                                                                                                 .don’t have to buy so many quantps to get points                                                                                                                                                                                                                                                             .not found many                                                                                                                                                                                                                                                                                              .,1,2,2,1,2,1,3,0,0,0,0,0,0
245,most convenient                                                                                                                                                                                                                                                                                             .buy things he might need                                                                                                                                                                                                                                                                                    .too expensive                                                                                                                                                                                                                                                                                               .,1,2,2,1,2,1,3,0,0,0,0,0,0
247,productx price                                                                                                                                                                                                                                                                                              .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,0,2,2,1,2,1,3,0,0,0,0,0,0
248,I get the best productx discount there.                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .they don’t give as many points as the other truckstops do.,0,2,2,1,2,1,1,0,0,0,0,0,0
249,"price, value.  Good productx                                                                                                                                                                                                                                                                                .you can buy merchandise                                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .not much to it",1,2,2,1,2,1,1,0,0,0,0,0,0
25,clean                                                                                                                                                                                                                                                                                                       .ponint                                                                                                                                                                                                                                                                                                      .dirty                                                                                                                                                                                                                                                                                                       .less points,0,2,2,2,2,1,2,0,0,0,1,0,0
250,restaurant service garage service                                                                                                                                                                                                                                                                           .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,0,2,2,1,2,1,3,0,0,0,0,0,0
252,cost a friendliness                                                                                                                                                                                                                                                                                         .double points and can swipe card                                                                                                                                                                                                                                                                            .no longer takes comdata                                                                                                                                                                                                                                                                                     .,1,2,2,1,2,1,3,0,0,0,0,0,0
253,subway                                                                                                                                                                                                                                                                                                      .subway                                                                                                                                                                                                                                                                                                      .                                                                                                                                                                                                                                                                                                            .card is not acceptable on service etc. oil change,1,2,2,1,2,1,1,0,0,1,0,0,0
254,mileage                                                                                                                                                                                                                                                                                                     .everything on food and supplies                                                                                                                                                                                                                                                                             .                                                                                                                                                                                                                                                                                                            .,1,2,2,1,2,1,1,0,0,0,0,0,0
255,coffee better discount off pump price                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .in out time                                                                                                                                                                                                                                                                                                 .,0,2,2,2,2,1,3,0,0,0,0,0,0
